pmcid,figure url,subfigure,label,insert_time
PMC7095418,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095418/bin/41586_2020_2012_Fig3_HTML.jpg,,nature,4202020
PMC7095418,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095418/bin/41586_2020_2012_Fig4_ESM.jpg,,nature,4202020
PMC7095418,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095418/bin/41586_2020_2012_Fig5_ESM.jpg,333x0_694x367,nature,4202020
PMC7095418,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095418/bin/41586_2020_2012_Fig5_ESM.jpg,0x0_309x359,nature,4202020
PMC7095418,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095418/bin/41586_2020_2012_Fig6_ESM.jpg,,nature,4202020
PMC7095418,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095418/bin/41586_2020_2012_Fig7_ESM.jpg,14x0_717x292,nature,4202020
PMC7095418,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095418/bin/41586_2020_2012_Fig7_ESM.jpg,63x275_729x684,nature,4202020
PMC7095418,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095418/bin/41586_2020_2012_Fig8_ESM.jpg,,nature,4202020
PMC7095418,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095418/bin/41586_2020_2012_Fig9_ESM.jpg,2x266_304x494,nature,4202020
PMC7095418,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095418/bin/41586_2020_2012_Fig9_ESM.jpg,4x15_307x246,nature,4202020
PMC7095418,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095418/bin/41586_2020_2012_Fig9_ESM.jpg,6x500_273x725,nature,4202020
PMC7095418,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095418/bin/41586_2020_2012_Fig9_ESM.jpg,313x14_617x248,nature,4202020
PMC7095418,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095418/bin/41586_2020_2012_Fig9_ESM.jpg,311x257_619x501,nature,4202020
PMC7095418,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095418/bin/41586_2020_2012_Fig9_ESM.jpg,274x706_619x1044,nature,4202020
PMC7095418,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095418/bin/41586_2020_2012_Fig9_ESM.jpg,0x747_620x1246,nature,4202020
PMC7095418,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095418/bin/41586_2020_2012_Fig10_ESM.jpg,,nature,4202020
PMC7094943,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094943/bin/41586_2020_2008_Fig1_HTML.jpg,,nature,4202020
PMC7094943,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094943/bin/41586_2020_2008_Fig2_HTML.jpg,3x18_391x541,nature,4202020
PMC7094943,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094943/bin/41586_2020_2008_Fig2_HTML.jpg,396x23_762x533,nature,4202020
PMC7094943,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094943/bin/41586_2020_2008_Fig2_HTML.jpg,8x556_324x1110,nature,4202020
PMC7094943,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094943/bin/41586_2020_2008_Fig2_HTML.jpg,408x540_755x1120,nature,4202020
PMC7094943,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094943/bin/41586_2020_2008_Fig3_HTML.jpg,,nature,4202020
PMC7094943,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094943/bin/41586_2020_2008_Fig4_ESM.jpg,315x0_693x292,cxr,4202020
PMC7094943,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094943/bin/41586_2020_2008_Fig5_ESM.jpg,,nature,4202020
PMC7094943,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094943/bin/41586_2020_2008_Fig6_ESM.jpg,0x0_318x261,nature,4202020
PMC7094943,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094943/bin/41586_2020_2008_Fig7_ESM.jpg,340x6_674x245,nature,4202020
PMC7094943,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094943/bin/41586_2020_2008_Fig7_ESM.jpg,344x247_675x491,nature,4202020
PMC7094943,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094943/bin/41586_2020_2008_Fig7_ESM.jpg,0x13_315x237,nature,4202020
PMC7094943,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094943/bin/41586_2020_2008_Fig7_ESM.jpg,0x252_315x483,nature,4202020
PMC7094943,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094943/bin/41586_2020_2008_Fig8_ESM.jpg,221x0_469x446,nature,4202020
PMC7094943,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094943/bin/41586_2020_2008_Fig9_ESM.jpg,0x13_218x239,nature,4202020
PMC7094943,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094943/bin/41586_2020_2008_Fig9_ESM.jpg,440x16_684x241,nature,4202020
PMC7094943,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094943/bin/41586_2020_2008_Fig9_ESM.jpg,212x11_429x241,nature,4202020
PMC7094943,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094943/bin/41586_2020_2008_Fig9_ESM.jpg,227x257_448x512,nature,4202020
PMC7094943,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094943/bin/41586_2020_2008_Fig9_ESM.jpg,447x253_688x512,nature,4202020
PMC7094943,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094943/bin/41586_2020_2008_Fig10_ESM.jpg,5x297_689x667,nature,4202020
PMC7094943,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094943/bin/41586_2020_2008_Fig11_ESM.jpg,,nature,4202020
PMC7094943,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094943/bin/41586_2020_2008_Fig12_ESM.jpg,8x0_340x399,nature,4202020
PMC7094943,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094943/bin/41586_2020_2008_Fig12_ESM.jpg,312x0_528x399,nature,4202020
PMC7102556,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102556/bin/gr1_lrg.jpg,,nature,4202020
PMC7001240,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7001240/bin/2000057-f1.jpg,,nature,4202020
PMC7001240,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7001240/bin/2000057-f2.jpg,108x32_462x331,nature,4202020
PMC7001240,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7001240/bin/2000057-f3.jpg,,nature,4202020
PMC7001240,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7001240/bin/2000057-f4.jpg,24x24_472x358,nature,4202020
PMC7001239,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7001239/bin/2000058-f1.jpg,312x8_610x321,nature,4202020
PMC7001239,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7001239/bin/2000058-f1.jpg,6x11_314x290,nature,4202020
PMC7001239,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7001239/bin/2000058-f2.jpg,7x26_326x386,nature,4202020
PMC7001239,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7001239/bin/2000058-f2.jpg,338x8_621x390,nature,4202020
PMC7001239,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7001239/bin/2000058-f2.jpg,32x153_612x457,nature,4202020
PMC7001239,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7001239/bin/2000058-f3.jpg,,nature,4202020
PMC7054408,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7054408/bin/41422_2020_282_Fig1_HTML.jpg,2x569_337x880,nature,4202020
PMC7033720,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7033720/bin/TEMI_A_1725399_F0001_OC.jpg,65x14_749x265,nature,4202020
PMC7033720,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7033720/bin/TEMI_A_1725399_F0002_OC.jpg,11x15_574x249,nature,4202020
PMC7033720,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7033720/bin/TEMI_A_1725399_F0003_OC.jpg,103x6_731x266,nature,4202020
PMC7033720,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7033720/bin/TEMI_A_1725399_F0003_OC.jpg,436x268_745x683,nature,4202020
PMC7033720,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7033720/bin/TEMI_A_1725399_F0003_OC.jpg,221x275_435x682,nature,4202020
PMC7077751,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7077751/bin/aim-olf-M200358-M200358ff1.jpg,0x0_324x325,nature,4202020
PMC7077751,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7077751/bin/aim-olf-M200358-M200358ff1.jpg,328x0_621x341,nature,4202020
PMC7077751,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7077751/bin/aim-olf-M200358-M200358ff2.jpg,,nature,4202020
PMC7011107,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7011107/bin/epih-42-e2020006f1.jpg,10x4_337x261,nature,4202020
PMC7011107,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7011107/bin/epih-42-e2020006f1.jpg,121x3_603x261,nature,4202020
PMC7074332,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7074332/bin/jcm-09-00388-g001.jpg,367x223_745x458,nature,4202020
PMC7074332,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7074332/bin/jcm-09-00388-g001.jpg,4x9_366x227,nature,4202020
PMC7074332,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7074332/bin/jcm-09-00388-g001.jpg,13x222_359x468,nature,4202020
PMC7042184,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7042184/bin/134_2020_5954_Fig1_HTML.jpg,0x9_775x461,nature,4202020
PMC7042184,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7042184/bin/134_2020_5954_Fig1_HTML.jpg,0x463_772x833,nature,4202020
PMC7075276,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7075276/bin/330_2020_6713_Fig1_HTML.jpg,,ct,4202020
PMC7003341,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7003341/bin/40779_2020_233_Fig1_HTML.jpg,1x0_396x362,ct,4202020
PMC7003341,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7003341/bin/40779_2020_233_Fig1_HTML.jpg,395x0_778x392,ct,4202020
PMC7003341,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7003341/bin/40779_2020_233_Fig2_HTML.jpg,,ct,4202020
PMC7003341,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7003341/bin/40779_2020_233_Fig3_HTML.jpg,242x11_471x235,ct,4202020
PMC7003341,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7003341/bin/40779_2020_233_Fig3_HTML.jpg,479x19_700x235,ct,4202020
PMC7003341,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7003341/bin/40779_2020_233_Fig3_HTML.jpg,6x0_229x214,ct,4202020
PMC7003341,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7003341/bin/40779_2020_233_Fig4_HTML.jpg,232x7_448x225,ct,4202020
PMC7003341,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7003341/bin/40779_2020_233_Fig4_HTML.jpg,454x0_691x223,cxr,4202020
PMC7003341,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7003341/bin/40779_2020_233_Fig5_HTML.jpg,,ct,4202020
PMC7003341,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7003341/bin/40779_2020_233_Fig6_HTML.jpg,240x0_471x219,ct,4202020
PMC7003341,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7003341/bin/40779_2020_233_Fig6_HTML.jpg,463x0_695x220,ct,4202020
PMC7003341,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7003341/bin/40779_2020_233_Fig6_HTML.jpg,5x0_229x219,ct,4202020
PMC7003341,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7003341/bin/40779_2020_233_Fig7_HTML.jpg,393x23_775x392,ct,4202020
PMC7003341,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7003341/bin/40779_2020_233_Fig7_HTML.jpg,2x0_391x356,ct,4202020
PMC7003341,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7003341/bin/40779_2020_233_Fig8_HTML.jpg,4x0_392x356,ct,4202020
PMC7003341,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7003341/bin/40779_2020_233_Fig8_HTML.jpg,396x23_773x392,ct,4202020
PMC7003341,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7003341/bin/40779_2020_233_Fig9_HTML.jpg,0x0_399x362,ct,4202020
PMC7003341,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7003341/bin/40779_2020_233_Fig9_HTML.jpg,380x0_786x362,ct,4202020
PMC7003341,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7003341/bin/40779_2020_233_Fig10_HTML.jpg,387x0_784x392,ct,4202020
PMC7003341,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7003341/bin/40779_2020_233_Fig10_HTML.jpg,3x0_398x392,ct,4202020
PMC7008073,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7008073/bin/jkms-35-e61-g001.jpg,263x10_511x243,ct,4202020
PMC7008073,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7008073/bin/jkms-35-e61-g001.jpg,6x8_255x245,cxr,4202020
PMC7008073,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7008073/bin/jkms-35-e61-g001.jpg,261x265_505x515,ct,4202020
PMC7008073,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7008073/bin/jkms-35-e61-g001.jpg,525x263_762x512,cxr,4202020
PMC7008073,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7008073/bin/jkms-35-e61-g001.jpg,524x7_767x253,ct,4202020
PMC7008073,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7008073/bin/jkms-35-e61-g001.jpg,8x262_243x512,ct,4202020
PMC7108203,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7108203/bin/hvaa029f1.jpg,0x3_652x589,nature,4202020
PMC7108203,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7108203/bin/hvaa029f1.jpg,1x574_645x1041,nature,4202020
PMC7108203,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7108203/bin/hvaa029f2.jpg,17x417_681x854,nature,4202020
PMC7108203,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7108203/bin/hvaa029f2.jpg,6x15_632x420,nature,4202020
PMC7137985,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7137985/bin/gr1_lrg.jpg,175x27_514x567,nature,4202020
PMC7128153,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7128153/bin/fx1_lrg.jpg,,nature,4202020
PMC7154514,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7154514/bin/gr1_lrg.jpg,455x200_738x561,nature,4202020
PMC7154514,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7154514/bin/gr1_lrg.jpg,197x218_451x552,nature,4202020
PMC7154514,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7154514/bin/gr2_lrg.jpg,,nature,4202020
PMC7154507,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7154507/bin/fx1_lrg.jpg,,nature,4202020
PMC7154507,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7154507/bin/fx2_lrg.jpg,,nature,4202020
PMC7138017,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7138017/bin/gr1_lrg.jpg,59x0_714x280,nature,4202020
PMC7138017,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7138017/bin/gr1_lrg.jpg,2x274_706x646,nature,4202020
PMC7138046,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7138046/bin/fx1_lrg.jpg,,nature,4202020
PMC7138046,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7138046/bin/fx2_lrg.jpg,0x130_254x629,nature,4202020
PMC7138046,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7138046/bin/fx3_lrg.jpg,,nature,4202020
PMC7138046,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7138046/bin/fx4_lrg.jpg,,nature,4202020
PMC7054940,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7054940/bin/TVEQ_A_1727993_F0001_C.jpg,0x16_321x381,nature,4202020
PMC7054940,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7054940/bin/TVEQ_A_1727993_F0001_C.jpg,345x4_736x349,nature,4202020
PMC7054940,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7054940/bin/TVEQ_A_1727993_F0002_C.jpg,0x11_333x403,nature,4202020
PMC7054940,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7054940/bin/TVEQ_A_1727993_F0002_C.jpg,383x0_768x383,nature,4202020
PMC7054940,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7054940/bin/TVEQ_A_1727993_F0003_C.jpg,,nature,4202020
PMC7054940,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7054940/bin/TVEQ_A_1727993_F0004_C.jpg,,nature,4202020
