pmcid,figure url,subfigure,label,insert_time
PMC7129333,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7129333/bin/gr1_lrg.jpg,349x4_673x235,ct,4202020
PMC7129333,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7129333/bin/gr1_lrg.jpg,68x239_682x458,ct,4202020
PMC7129333,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7129333/bin/gr1_lrg.jpg,29x232_319x464,ct,4202020
PMC7102595,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102595/bin/gr1_lrg.jpg,311x0_694x226,ct,4202020
PMC7102595,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102595/bin/gr1_lrg.jpg,0x7_331x226,ct,4202020
PMC7102595,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102595/bin/gr2_lrg.jpg,0x0_327x247,ct,4202020
PMC7102595,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102595/bin/gr3_lrg.jpg,4x8_387x255,ct,4202020
PMC7102595,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102595/bin/gr3_lrg.jpg,491x1_728x262,ct,4202020
PMC7126654,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7126654/bin/gr1_lrg.jpg,4x7_375x233,ct,4202020
PMC7126654,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7126654/bin/gr1_lrg.jpg,5x254_367x527,ct,4202020
PMC7126654,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7126654/bin/gr1_lrg.jpg,366x6_732x235,ct,4202020
PMC7126654,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7126654/bin/gr1_lrg.jpg,376x265_720x514,ct,4202020
PMC7128449,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7128449/bin/fx1_lrg.jpg,,ct,4202020
PMC7080117,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7080117/bin/259_2020_4735_Fig1_HTML.jpg,374x0_761x259,ct,4202020
PMC7080117,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7080117/bin/259_2020_4735_Fig1_HTML.jpg,0x0_385x238,ct,4202020
PMC7080117,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7080117/bin/259_2020_4735_Fig2_HTML.jpg,358x0_761x266,ct,4202020
PMC7080117,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7080117/bin/259_2020_4735_Fig2_HTML.jpg,0x0_382x244,ct,4202020
PMC7080117,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7080117/bin/259_2020_4735_Fig3_HTML.jpg,400x0_645x272,ct,4202020
PMC7080117,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7080117/bin/259_2020_4735_Fig3_HTML.jpg,0x0_418x250,ct,4202020
PMC7102535,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102535/bin/gr1_lrg.jpg,0x0_417x301,ct,4202020
PMC7102535,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102535/bin/gr1_lrg.jpg,411x0_753x322,ct,4202020
PMC7102535,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102535/bin/gr2_lrg.jpg,389x9_775x274,ct,4202020
PMC7102535,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102535/bin/gr2_lrg.jpg,388x289_769x559,ct,4202020
PMC7102535,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102535/bin/gr2_lrg.jpg,9x10_381x272,ct,4202020
PMC7102535,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102535/bin/gr2_lrg.jpg,12x284_375x561,ct,4202020
PMC7102535,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102535/bin/gr3_lrg.jpg,389x6_772x280,ct,4202020
PMC7102535,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102535/bin/gr3_lrg.jpg,391x284_764x566,ct,4202020
PMC7102535,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102535/bin/gr3_lrg.jpg,4x7_382x277,ct,4202020
PMC7102535,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102535/bin/gr3_lrg.jpg,10x285_375x564,ct,4202020
PMC7102535,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102535/bin/gr4_lrg.jpg,7x10_412x300,ct,4202020
PMC7102535,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102535/bin/gr4_lrg.jpg,11x304_406x613,ct,4202020
PMC7102535,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102535/bin/gr4_lrg.jpg,430x10_715x296,ct,4202020
PMC7102535,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102535/bin/gr4_lrg.jpg,452x307_767x613,ct,4202020
PMC7102535,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102535/bin/gr5_lrg.jpg,10x620_417x932,ct,4202020
PMC7102535,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102535/bin/gr5_lrg.jpg,427x622_774x928,ct,4202020
PMC7102535,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102535/bin/gr5_lrg.jpg,11x312_419x611,ct,4202020
PMC7102535,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102535/bin/gr5_lrg.jpg,435x318_769x610,ct,4202020
PMC7102535,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102535/bin/gr5_lrg.jpg,5x10_422x300,ct,4202020
PMC7102535,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102535/bin/gr5_lrg.jpg,437x7_774x299,ct,4202020
PMC7102535,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102535/bin/gr6_lrg.jpg,4x7_429x310,ct,4202020
PMC7102535,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102535/bin/gr6_lrg.jpg,0x312_432x608,ct,4202020
PMC7102535,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102535/bin/gr6_lrg.jpg,439x9_774x305,ct,4202020
PMC7102535,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102535/bin/gr6_lrg.jpg,456x313_764x614,ct,4202020
PMC7102546,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102546/bin/gr1_lrg.jpg,388x36_786x472,cxr,4202020
PMC7102546,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102546/bin/gr1_lrg.jpg,0x41_410x472,cxr,4202020
PMC7102539,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102539/bin/gr1_lrg.jpg,7x811_315x1088,ct,4202020
PMC7102539,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102539/bin/gr1_lrg.jpg,13x1100_354x1363,ct,4202020
PMC7102539,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102539/bin/gr1_lrg.jpg,357x820_714x1080,ct,4202020
PMC7102539,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102539/bin/gr1_lrg.jpg,5x547_315x819,ct,4202020
PMC7102539,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102539/bin/gr1_lrg.jpg,350x1095_704x1361,ct,4202020
PMC7102539,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102539/bin/gr1_lrg.jpg,12x0_358x272,ct,4202020
PMC7102539,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102539/bin/gr1_lrg.jpg,101x0_697x277,ct,4202020
PMC7102539,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102539/bin/gr1_lrg.jpg,93x275_696x560,ct,4202020
PMC7110436,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7110436/bin/gr1_lrg.jpg,442x6_735x229,ct,4202020
PMC7110436,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7110436/bin/gr2_lrg.jpg,23x41_339x319,ct,4202020
PMC7110436,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7110436/bin/gr3_lrg.jpg,346x3_693x269,ct,4202020
PMC7110436,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7110436/bin/gr3_lrg.jpg,0x12_355x258,ct,4202020
PMC7110436,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7110436/bin/gr4_lrg.jpg,441x0_694x293,ct,4202020
PMC7110436,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7110436/bin/gr4_lrg.jpg,0x29_477x293,ct,4202020
PMC7110436,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7110436/bin/gr5_lrg.jpg,364x0_672x247,ct,4202020
PMC7110436,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7110436/bin/gr5_lrg.jpg,0x3_373x244,ct,4202020
PMC7110436,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7110436/bin/gr6_lrg.jpg,8x15_290x235,ct,4202020
PMC7110436,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7110436/bin/gr6_lrg.jpg,355x2_675x233,ct,4202020
PMC7127252,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7127252/bin/gr2_lrg.jpg,385x14_785x376,cxr,4202020
PMC7127252,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7127252/bin/gr2_lrg.jpg,0x7_393x380,cxr,4202020
PMC7127252,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7127252/bin/gr2_lrg.jpg,396x392_772x785,cxr,4202020
PMC7127252,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7127252/bin/gr2_lrg.jpg,0x391_364x780,cxr,4202020
PMC7127252,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7127252/bin/gr3_lrg.jpg,11x9_392x301,ct,4202020
PMC7127252,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7127252/bin/gr3_lrg.jpg,23x314_378x612,ct,4202020
PMC7127252,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7127252/bin/gr3_lrg.jpg,397x5_771x315,ct,4202020
PMC7127252,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7127252/bin/gr3_lrg.jpg,383x298_775x617,ct,4202020
PMC7102529,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102529/bin/gr3_lrg.jpg,8x17_355x378,ct,4202020
PMC7102529,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102529/bin/gr3_lrg.jpg,366x20_709x388,ct,4202020
PMC7102529,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102529/bin/gr3_lrg.jpg,14x398_347x716,ct,4202020
PMC7102529,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102529/bin/gr3_lrg.jpg,362x393_699x711,ct,4202020
PMC7102529,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102529/bin/gr3_lrg.jpg,17x726_354x988,ct,4202020
PMC7102529,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102529/bin/gr3_lrg.jpg,0x714_721x1005,ct,4202020
PMC7080018,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7080018/bin/134_2020_5990_Fig1_HTML.jpg,397x265_792x517,ct,4202020
PMC7080018,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7080018/bin/134_2020_5990_Fig1_HTML.jpg,4x270_389x514,ct,4202020
PMC7080018,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7080018/bin/134_2020_5990_Fig1_HTML.jpg,395x1_795x252,ct,4202020
PMC7080018,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7080018/bin/134_2020_5990_Fig1_HTML.jpg,9x9_389x251,ct,4202020
PMC7080018,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7080018/bin/134_2020_5990_Fig1_HTML.jpg,399x520_784x903,ct,4202020
PMC7080018,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7080018/bin/134_2020_5990_Fig1_HTML.jpg,12x536_383x904,ct,4202020
PMC7080079,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7080079/bin/134_2020_5976_Fig1_HTML.jpg,3x561_353x823,ct,4202020
PMC7080079,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7080079/bin/134_2020_5976_Fig1_HTML.jpg,355x539_702x827,ct,4202020
PMC7080079,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7080079/bin/134_2020_5976_Fig1_HTML.jpg,3x13_354x265,ct,4202020
PMC7080079,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7080079/bin/134_2020_5976_Fig1_HTML.jpg,3x284_348x552,ct,4202020
PMC7080079,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7080079/bin/134_2020_5976_Fig1_HTML.jpg,350x275_706x555,ct,4202020
PMC7080079,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7080079/bin/134_2020_5976_Fig1_HTML.jpg,351x6_702x269,ct,4202020
PMC7140975,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7140975/bin/10.1177_0846537120913033-fig1.jpg,,ct,4202020
PMC7140975,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7140975/bin/10.1177_0846537120913033-fig2.jpg,,ct,4202020
PMC7140975,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7140975/bin/10.1177_0846537120913033-fig3.jpg,,ct,4202020
PMC7140975,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7140975/bin/10.1177_0846537120913033-fig4.jpg,,ct,4202020
PMC7140975,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7140975/bin/10.1177_0846537120913033-fig5.jpg,4x22_314x572,ct,4202020
PMC7140975,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7140975/bin/10.1177_0846537120913033-fig5.jpg,287x0_592x598,ct,4202020
PMC7140975,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7140975/bin/10.1177_0846537120913033-fig6.jpg,,ct,4202020
PMC7098482,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7098482/bin/ERJ-00398-2020.01.jpg,,ct,4202020
PMC7091470,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7091470/bin/12630_2020_1625_Fig1_HTML.jpg,0x0_384x295,ct,4202020
PMC7091470,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7091470/bin/12630_2020_1625_Fig1_HTML.jpg,373x0_746x332,ct,4202020
PMC7081173,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7081173/bin/aim-olf-M200533-M200533ff1.jpg,55x1264_548x1557,ct,4202020
PMC7081173,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7081173/bin/aim-olf-M200533-M200533ff1.jpg,11x1013_324x1302,ct,4202020
PMC7081173,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7081173/bin/aim-olf-M200533-M200533ff1.jpg,7x272_376x514,ct,4202020
PMC7081173,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7081173/bin/aim-olf-M200533-M200533ff1.jpg,9x526_324x804,ct,4202020
PMC7081173,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7081173/bin/aim-olf-M200533-M200533ff1.jpg,7x764_590x1009,ct,4202020
PMC7128610,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7128610/bin/gr1_lrg.jpg,,ct,4202020
PMC7126344,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7126344/bin/gr1.jpg,,ct,4202020
PMC7102560,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102560/bin/gr1_lrg.jpg,10x211_238x429,ct,4202020
PMC7102560,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102560/bin/gr1_lrg.jpg,207x200_732x430,ct,4202020
PMC7102530,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102530/bin/gr2_lrg.jpg,,ct,4202020
PMC7078824,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7078824/bin/2000191-f1.jpg,517x11_773x258,ct,4202020
PMC7078824,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7078824/bin/2000191-f1.jpg,525x245_770x518,ct,4202020
PMC7078824,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7078824/bin/2000191-f1.jpg,537x1003_768x1273,ct,4202020
PMC7078824,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7078824/bin/2000191-f1.jpg,535x750_768x1027,ct,4202020
PMC7078824,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7078824/bin/2000191-f1.jpg,541x1251_764x1540,ct,4202020
PMC7078824,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7078824/bin/2000191-f1.jpg,534x509_764x774,ct,4202020
PMC7078824,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7078824/bin/2000191-f2.jpg,460x19_755x316,ct,4202020
PMC7078824,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7078824/bin/2000191-f2.jpg,457x348_753x641,ct,4202020
PMC7078824,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7078824/bin/2000191-f2.jpg,444x681_766x969,ct,4202020
PMC7087612,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7087612/bin/10916_2020_1562_Fig4_HTML.jpg,6x21_272x497,cxr,4202020
PMC7087612,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7087612/bin/10916_2020_1562_Fig4_HTML.jpg,406x40_651x518,cxr,4202020
PMC7087612,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7087612/bin/10916_2020_1562_Fig5_HTML.jpg,,ct,4202020
PMC7082074,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7082074/bin/pone.0230548.g002.jpg,,ct,4202020
